!##.	0.004859611231101512	0.0025176233635448137	0.004393900232618248	0.004894937917860554	0.006639427987742594	
!##:	0.0	0.0010070493454179255	0.0007753941586973378	0.0004775549188156638	0.00040858018386108274	
!##NN	0.0016198704103671706	0.0005035246727089627	0.0	0.0002387774594078319	0.0012257405515832482	
!##VBP	0.0	0.0	0.0	0.00011938872970391595	0.0	
!##``	0.0	0.0	0.0	0.00011938872970391595	0.00020429009193054137	
####	0.0	0.0	0.0	0.00011938872970391595	0.0	
$##$	0.003779697624190065	0.0010070493454179255	0.0023261824760920135	0.0017908309455587394	0.0014300306435137897	
%##NN	0.0005399568034557236	0.0005035246727089627	0.0005169294391315585	0.0002387774594078319	0.00010214504596527068	
&##CC	0.0005399568034557236	0.0010070493454179255	0.0012923235978288964	0.0008357211079274117	0.001327885597548519	
'##''	0.0	0.0	0.0002584647195657793	0.00035816618911174784	0.0005107252298263534	
'##POS	0.0	0.0	0.0	0.00011938872970391595	0.00010214504596527068	
''##''	0.0032397408207343412	0.0010070493454179255	0.002843111915223572	0.0019102196752626551	0.0011235955056179776	
'd##JJ	0.0	0.0	0.0002584647195657793	0.00011938872970391595	0.0	
'd##MD	0.0010799136069114472	0.0	0.0012923235978288964	0.0007163323782234957	0.0006128702757916241	
'd##NNP	0.0005399568034557236	0.0	0.0	0.0	0.0	
'desert##JJ	0.0	0.0	0.0	0.00011938872970391595	0.0	
'duplicate##JJ	0.0	0.0	0.0	0.0	0.00010214504596527068	
'gee##JJ	0.0	0.0	0.0	0.0	0.00010214504596527068	
'll##JJ	0.0005399568034557236	0.0	0.0	0.0	0.0	
'll##MD	0.0010799136069114472	0.0005035246727089627	0.0007753941586973378	0.0010744985673352436	0.0009193054136874361	
'm##VBP	0.0016198704103671706	0.0030211480362537764	0.0023261824760920135	0.0027459407831900667	0.0014300306435137897	
'observation##NN	0.0	0.0	0.0	0.0	0.00010214504596527068	
're##VBP	0.0005399568034557236	0.0005035246727089627	0.0007753941586973378	0.0009551098376313276	0.0010214504596527069	
's##POS	0.004319654427645789	0.003524672708962739	0.001809253036960455	0.0027459407831900667	0.0030643513789581204	
's##VBZ	0.0021598272138228943	0.0025176233635448137	0.0025846471956577927	0.0027459407831900667	0.0024514811031664963	
'small##JJ	0.0	0.0	0.0	0.0	0.00010214504596527068	
've##-NONE-	0.0	0.0	0.0	0.00011938872970391595	0.0	
've##VB	0.0	0.0	0.0002584647195657793	0.00011938872970391595	0.0	
've##VBP	0.0026997840172786176	0.002014098690835851	0.001033858878263117	0.002387774594078319	0.0022471910112359553	
(##-NONE-	0.0	0.0	0.0005169294391315585	0.0004775549188156638	0.00010214504596527068	
