!##.	0.00922266139657444	0.005459216441875401	0.00447047942037922	0.006217228464419476	0.012271523606536201	
!##:	0.0	0.0006422607578676942	0.000616617851086789	0.0003745318352059925	0.00025834786540076214	
!##NN	0.0009881422924901185	0.0003211303789338471	0.0	0.000149812734082397	0.0007750435962022863	
!##VBP	0.0	0.0	0.0	7.49063670411985e-05	0.0	
!##``	0.0	0.0	0.0	7.49063670411985e-05	0.00012917393270038107	
####	0.0	0.0	0.0	7.49063670411985e-05	0.0	
$##$	0.0029644268774703555	0.0006422607578676942	0.002004008016032064	0.0021722846441947566	0.0014209132597041917	
%##NN	0.00032938076416337287	0.0006422607578676942	0.0003083089255433945	0.000149812734082397	6.458696635019054e-05	
&##CC	0.00032938076416337287	0.0006422607578676942	0.001233235702173578	0.0005243445692883895	0.0012917393270038106	
'##''	0.0	0.0	0.00015415446277169725	0.00022471910112359551	0.00032293483175095265	
'##POS	0.0	0.0	0.0	7.49063670411985e-05	6.458696635019054e-05	
''##''	0.0029644268774703555	0.0012845215157353885	0.003237243718205642	0.001348314606741573	0.0010979784279532391	
'd##JJ	0.0	0.0	0.00015415446277169725	7.49063670411985e-05	0.0	
'd##MD	0.0006587615283267457	0.0	0.0015415446277169723	0.0005243445692883895	0.00038752179810114316	
'd##NNP	0.00032938076416337287	0.0	0.0	0.0	0.0	
'desert##JJ	0.0	0.0	0.0	7.49063670411985e-05	0.0	
'duplicate##JJ	0.0	0.0	0.0	0.0	6.458696635019054e-05	
'gee##JJ	0.0	0.0	0.0	0.0	6.458696635019054e-05	
'll##JJ	0.00032938076416337287	0.0	0.0	0.0	0.0	
'll##MD	0.0006587615283267457	0.0003211303789338471	0.000616617851086789	0.000749063670411985	0.0006458696635019053	
'm##VBP	0.0009881422924901185	0.002890173410404624	0.0015415446277169723	0.001947565543071161	0.000968804495252858	
'observation##NN	0.0	0.0	0.0	0.0	6.458696635019054e-05	
're##VBP	0.0006587615283267457	0.0003211303789338471	0.0004624633883150917	0.0006741573033707865	0.0008396305625524769	
's##POS	0.0029644268774703555	0.0032113037893384713	0.0013873901649452752	0.0020224719101123597	0.003164761351159336	
's##VBZ	0.002635046113306983	0.002890173410404624	0.0023123169415754587	0.0030711610486891384	0.002066782923206097	
'small##JJ	0.0	0.0	0.0	0.0	6.458696635019054e-05	
've##-NONE-	0.0	0.0	0.0	7.49063670411985e-05	0.0	
've##VB	0.0	0.0	0.00015415446277169725	0.000149812734082397	0.0	
